"power","lat","lon","cadence","distance","time","index","racetime","athlete","km","kph","grade"
575,53.591217,10.029734,100,6424.5,6746,1395,643,"B",NA,NA,NA
NA,53.591302,10.029959,33,1354.8,3546,232,643,"C",NA,NA,NA
714,53.59132905,10.03005188,80,NA,59,59,643,"D",0.67369,26.6256,0.258983
881,53.5913148,10.02998449,92,NA,7264,946,643,"E",4.67741,32.2128,0.546786
522,53.591099,10.029412,93,4470.3,6622,845,644,"A",NA,NA,NA
486,53.591177,10.029591,101,6434.8,6747,1396,644,"B",NA,NA,NA
NA,53.591269,10.029877,33,1354.8,3547,233,644,"C",NA,NA,NA
736,53.59128345,10.02993202,85,NA,60,60,644,"D",0.6831,32.0796,0.572955
835,53.59126819,10.02986882,95,NA,7265,947,644,"E",4.68666,34.1604,0.546786
517,53.591064,10.029267,97,4480.7,6623,846,645,"A",NA,NA,NA
487,53.591139,10.029443,104,6445.6,6748,1397,645,"B",NA,NA,NA
NA,53.591208,10.029754,33,1355.1,3548,234,645,"C",NA,NA,NA
765,53.59123827,10.02980042,90,NA,61,61,645,"D",0.6932,35.2548,0.946569
815,53.59122042,10.02974301,100,NA,7266,948,645,"E",4.69654,36.7812,0.321557
515,53.59103,10.029106,100,4491.8,6624,847,646,"A",NA,NA,NA
492,53.591106,10.029296,106,6455.9,6749,1398,646,"B",NA,NA,NA
NA,53.591155,10.029615,33,1356.7,3549,235,646,"C",NA,NA,NA
769,53.59119594,10.029655,94,NA,62,62,646,"D",0.70386,37.746,1.86058
785,53.59117775,10.02959984,103,NA,7267,949,646,"E",4.70714,38.5632,0.321557
492,53.591,10.028943,102,4503.2,6625,848,647,"A",NA,NA,NA
577,53.591077,10.02914,104,6466.8,6750,1399,647,"B",NA,NA,NA
NA,53.591125,10.029479,33,1361.6,3550,236,647,"C",NA,NA,NA
701,53.5911495,10.02948711,94,NA,63,63,647,"D",0.71619,42.6204,2.72401
786,53.59114012,10.02945249,105,NA,7268,950,647,"E",4.71775,39.3696,0.133062
473,53.590981,10.028784,104,4514,6626,849,648,"A",NA,NA,NA
571,53.59105,10.028978,105,6478,6751,1400,648,"B",NA,NA,NA
NA,53.591086,10.029322,33,1371.3,3551,237,648,"C",NA,NA,NA
700,53.59110089,10.02930103,93,NA,64,64,648,"D",0.72957,46.6272,2.80468
788,53.59110165,10.02929189,105,NA,7269,951,648,"E",4.72921,42.2244,0.307583
481,53.590961,10.028616,105,4525.3,6627,850,649,"A",NA,NA,NA
503,53.591026,10.028809,108,6489.5,6752,1401,649,"B",NA,NA,NA
NA,53.591056,10.029184,33,1385.5,3552,238,649,"C",NA,NA,NA
703,53.5910599,10.02911395,93,NA,65,65,649,"D",0.7428,47.4912,2.19862
772,53.59106066,10.02911956,106,NA,7270,952,649,"E",4.74149,43.4664,0.307583
493,53.590946,10.028437,105,4537.3,6628,851,650,"A",NA,NA,NA
458,53.591011,10.028632,110,6501.3,6753,1402,650,"B",NA,NA,NA
NA,53.591032,10.029019,33,1399.7,3553,239,650,"C",NA,NA,NA
772,53.59102109,10.02893223,94,NA,66,66,650,"D",0.75562,46.6128,1.48814
771,53.59102814,10.02894254,106,NA,7271,953,650,"E",4.75375,45.3132,0.144454
461,53.590939,10.028264,107,4548.7,6629,852,651,"A",NA,NA,NA
293,53.590997,10.028456,104,6513.1,6754,1403,651,"B",NA,NA,NA
NA,53.591011,10.028832,33,1415.3,3554,240,651,"C",NA,NA,NA
696,53.59098312,10.02873575,97,NA,67,67,651,"D",0.76926,48.33,0.589935
770,53.59099964,10.02875168,108,NA,7272,954,651,"E",4.76676,46.8576,-0.330834
452,53.590939,10.028095,104,4559.9,6630,853,652,"A",NA,NA,NA
172,53.590985,10.028277,101,6525,6755,1404,652,"B",NA,NA,NA
NA,53.591005,10.028647,33,1427.8,3555,241,652,"C",NA,NA,NA
666,53.59096276,10.02854624,98,NA,68,68,652,"D",0.78201,46.4796,0.303401
626,53.59097944,10.02855336,109,NA,7273,955,652,"E",4.78008,46.3212,-0.180687
475,53.590939,10.027926,101,4571.1,6631,854,653,"A",NA,NA,NA
34,53.590976,10.028099,77,6536.8,6756,1405,653,"B",NA,NA,NA
NA,53.590991,10.028449,33,1439.4,3556,242,653,"C",NA,NA,NA
533,53.59095303,10.02835429,99,NA,69,69,653,"D",0.7948,46.1484,-0.537743
516,53.59096259,10.02835865,110,NA,7274,956,653,"E",4.7931,46.4544,-0.334303
483,53.590942,10.027758,102,4582.3,6632,855,654,"A",NA,NA,NA
185,53.590974,10.027926,83,6548.3,6757,1406,654,"B",NA,NA,NA
NA,53.590975,10.028252,33,1453.7,3557,243,654,"C",NA,NA,NA
526,53.59094834,10.0281605,106,NA,70,70,654,"D",0.80765,46.3932,-0.693386
510,53.59095052,10.02815615,111,NA,7275,957,654,"E",4.80655,47.196,-0.334303
464,53.590946,10.027588,103,4593.5,6633,856,655,"A",NA,NA,NA
374,53.590978,10.027754,98,6559.7,6758,1407,655,"B",NA,NA,NA
NA,53.590964,10.02806,33,1468.6,3558,244,655,"C",NA,NA,NA
459,53.59094239,10.02797275,106,NA,71,71,655,"D",0.82006,45.2772,-0.407924
509,53.590947,10.02795347,109,NA,7276,958,655,"E",4.81996,47.5632,-0.334303
476,53.590965,10.027421,104,4604.8,6634,857,656,"A",NA,NA,NA
421,53.590984,10.02757,100,6571.9,6759,1408,656,"B",NA,NA,NA
NA,53.590967,10.027861,33,1482,3559,245,656,"C",NA,NA,NA
483,53.59094323,10.02778709,109,NA,72,72,656,"D",0.83238,44.3016,-0.595541
501,53.59095303,10.02774828,107,NA,7277,959,656,"E",4.83354,47.9664,-0.334303
471,53.590984,10.027251,104,4616.3,6635,858,657,"A",NA,NA,NA
452,53.590996,10.027395,101,6583.6,6760,1409,657,"B",NA,NA,NA
NA,53.590966,10.027664,33,1495.8,3560,246,657,"C",NA,NA,NA
477,53.59094867,10.02759556,107,NA,73,73,657,"D",0.84507,45.3384,-0.27573
446,53.59096502,10.02754594,107,NA,7278,960,657,"E",4.847,48.1356,-0.145808
447,53.591007,10.02707,105,4628.6,6636,859,658,"A",NA,NA,NA
461,53.591014,10.027217,102,6595.5,6761,1410,658,"B",NA,NA,NA
NA,53.590969,10.027475,33,1511.5,3561,247,658,"C",NA,NA,NA
483,53.59096183,10.02741016,107,NA,74,74,658,"D",0.85743,44.0568,0.0108891
406,53.59097919,10.0273462,108,NA,7279,961,658,"E",4.86032,47.9664,-0.320328
452,53.591023,10.026888,106,4640.7,6637,860,659,"A",NA,NA,NA
280,53.591034,10.027045,104,6607.2,6762,1411,659,"B",NA,NA,NA
NA,53.590975,10.027292,33,1526.2,3562,248,659,"C",NA,NA,NA
488,53.59098002,10.02722994,101,NA,75,75,659,"D",0.86955,44.5428,0.340922
410,53.59099536,10.02714395,107,NA,7280,962,659,"E",4.87383,49.4784,-0.320328
448,53.591038,10.026718,104,4652.1,6638,861,660,"A",NA,NA,NA
281,53.591049,10.02687,103,6618.9,6763,1412,660,"B",NA,NA,NA
NA,53.590974,10.027103,33,1541,3563,249,660,"C",NA,NA,NA
495,53.59099444,10.02704605,102,NA,76,76,660,"D",0.88187,43.7832,-0.146093
390,53.59101321,10.02694161,108,NA,7281,963,660,"E",4.88737,48.6072,-0.1572
457,53.591053,10.026542,101,4664,6639,862,661,"A",NA,NA,NA
390,53.591065,10.026687,104,6631.1,6764,1413,661,"B",NA,NA,NA
NA,53.590973,10.026914,33,1554.6,3564,250,661,"C",NA,NA,NA
466,53.59100676,10.02685511,102,NA,77,77,661,"D",0.89458,45.5112,-0.618161
388,53.5910283,10.02674086,108,NA,7282,964,661,"E",4.90077,48.6396,0
437,53.591064,10.026352,101,4676.6,6640,863,662,"A",NA,NA,NA
342,53.59108,10.026506,105,6643.1,6765,1414,662,"B",NA,NA,NA
NA,53.591002,10.026717,33,1567.5,3565,251,662,"C",NA,NA,NA
473,53.59102269,10.02664883,102,NA,78,78,662,"D",0.90833,47.5956,-0.472707
396,53.59104398,10.02653777,109,NA,7283,965,662,"E",4.91433,48.8052,-0.153616
453,53.591084,10.026161,101,4689.4,6641,864,663,"A",NA,NA,NA
382,53.591094,10.026325,104,6655.2,6766,1415,663,"B",NA,NA,NA
NA,53.591032,10.02651,33,1580.5,3566,252,663,"C",NA,NA,NA
480,53.5910418,10.02643023,103,NA,79,79,663,"D",0.92293,45.8064,0.250994
397,53.59106024,10.02633828,109,NA,7284,966,663,"E",4.92766,48.4056,0
454,53.591106,10.025975,102,4701.9,6642,865,664,"A",NA,NA,NA
420,53.591108,10.026135,105,6667.9,6767,1416,664,"B",NA,NA,NA
NA,53.591045,10.026325,33,1593.7,3567,253,664,"C",NA,NA,NA
418,53.59106141,10.02623275,99,NA,80,80,664,"D",0.9362,45.7668,0.557353
390,53.59107817,10.02613753,109,NA,7285,967,664,"E",4.9411,47.3976,0
458,53.591125,10.025794,102,4714.1,6643,866,665,"A",NA,NA,NA
249,53.591127,10.02595,105,6680.4,6768,1417,665,"B",NA,NA,NA
NA,53.591066,10.026134,33,1607.2,3568,254,665,"C",NA,NA,NA
395,53.59108555,10.02603452,98,NA,81,81,665,"D",0.94962,45.756,0.669997
398,53.59110139,10.02592488,110,NA,7286,968,665,"E",4.95542,49.7484,0
393,53.591141,10.025615,103,4726.2,6644,867,666,"A",NA,NA,NA
305,53.591145,10.025765,99,6692.8,6769,1418,666,"B",NA,NA,NA
NA,53.591097,10.025944,33,1619.9,3569,255,666,"C",NA,NA,NA
382,53.59111229,10.02583553,97,NA,82,82,666,"D",0.9631,45.8712,0.966732
394,53.59112252,10.0257145,111,NA,7287,969,666,"E",4.96954,49.446,0
417,53.591156,10.025431,103,4738.4,6645,868,667,"A",NA,NA,NA
350,53.591164,10.025568,99,6706,6770,1419,667,"B",NA,NA,NA
NA,53.591124,10.025751,33,1632.8,3570,256,667,"C",NA,NA,NA
336,53.59113819,10.02563152,97,NA,83,83,667,"D",0.97694,46.6092,0.375601
340,53.59114255,10.02550218,110,NA,7288,970,667,"E",4.98378,49.1436,0
435,53.591164,10.025247,104,4750.7,6646,869,668,"A",NA,NA,NA
318,53.59118,10.025375,99,6718.9,6771,1420,668,"B",NA,NA,NA
NA,53.591151,10.025553,33,1645.6,3571,257,668,"C",NA,NA,NA
271,53.59115764,10.02542037,96,NA,84,84,668,"D",0.99112,47.7288,0.114281
225,53.59116174,10.0252902,107,NA,7289,971,668,"E",4.99798,48.6072,0
379,53.591171,10.025057,104,4763.2,6647,870,669,"A",NA,NA,NA
295,53.591197,10.02518,99,6732,6772,1421,669,"B",NA,NA,NA
NA,53.591173,10.025367,33,1659,3572,258,669,"C",NA,NA,NA
185,53.59116744,10.02522416,96,NA,85,85,669,"D",1.00418,48.1572,-0.675168
168,53.59117842,10.02507873,105,NA,7290,972,669,"E",5.0121,48.906,0.141647
295,53.591187,10.02486,102,4776.4,6648,871,670,"A",NA,NA,NA
270,53.591208,10.024988,99,6744.7,6773,1422,670,"B",NA,NA,NA
NA,53.59119,10.025167,33,1672.8,3573,259,670,"C",NA,NA,NA
172,53.5911868,10.02500866,96,NA,86,86,670,"D",1.0186,47.2968,-0.881638
134,53.59119049,10.02487354,102,NA,7291,973,670,"E",5.02575,46.5552,0.141647
235,53.591198,10.024678,101,4788.5,6649,872,671,"A",NA,NA,NA
245,53.591215,10.024801,98,6757.2,6774,1423,671,"B",NA,NA,NA
NA,53.591207,10.024974,33,1686.1,3574,260,671,"C",NA,NA,NA
204,53.59120516,10.024794,98,NA,87,87,671,"D",1.03297,45.8604,-0.827106
42,53.59120097,10.02467472,0,NA,7292,974,671,"E",5.03897,45.5148,0.141647
293,53.591202,10.024497,101,4800.5,6650,873,672,"A",NA,NA,NA
296,53.591222,10.024613,98,6769.6,6775,1424,672,"B",NA,NA,NA
NA,53.591216,10.024782,33,1699.8,3575,261,672,"C",NA,NA,NA
164,53.5912179,10.02459417,99,NA,88,88,672,"D",1.04627,45.9108,-1.12294
43,53.59120692,10.02447775,97,NA,7293,975,672,"E",5.05202,45.18,0.141647
379,53.591206,10.024308,100,4813.1,6651,874,673,"A",NA,NA,NA
616,53.591227,10.024428,99,6781.9,6776,1425,673,"B",NA,NA,NA
NA,53.591221,10.024593,33,1712.7,3576,262,673,"C",NA,NA,NA
131,53.59122159,10.02440013,99,NA,89,89,673,"D",1.05913,45.3348,-1.68942
101,53.59121597,10.02428454,88,NA,7294,976,673,"E",5.06486,45.3132,0.141647
413,53.591217,10.024123,99,4825.4,6652,875,674,"A",NA,NA,NA
631,53.591237,10.024235,101,6794.7,6777,1426,674,"B",NA,NA,NA
NA,53.591226,10.024408,33,1724.9,3577,263,674,"C",NA,NA,NA
190,53.59122637,10.02420508,98,NA,90,90,674,"D",1.07203,43.0704,-1.84013
188,53.59122763,10.02409805,83,NA,7295,977,674,"E",5.07727,44.2404,0.141647
364,53.591228,10.023951,98,4836.9,6653,876,675,"A",NA,NA,NA
534,53.591252,10.024043,101,6807.5,6778,1427,675,"B",NA,NA,NA
NA,53.591235,10.024227,33,1738,3578,264,675,"C",NA,NA,NA
248,53.59123467,10.02401817,98,NA,91,91,675,"D",1.08446,44.2008,-2.11446
324,53.59124296,10.02391197,98,NA,7296,978,675,"E",5.08971,44.3052,0.141647
369,53.591244,10.023778,98,4848.5,6654,877,676,"A",NA,NA,NA
548,53.59127,10.023855,101,6820.2,6779,1428,676,"B",NA,NA,NA
NA,53.591249,10.024043,33,1750.5,3579,265,676,"C",NA,NA,NA
300,53.59124883,10.02382312,96,NA,92,92,676,"D",1.09748,44.7264,-2.41119
411,53.59126048,10.02372304,100,NA,7297,979,676,"E",5.10237,45.2448,0.299629
349,53.59127,10.0236,97,4860.7,6655,878,677,"A",NA,NA,NA
473,53.591298,10.023667,100,6833,6780,1429,677,"B",NA,NA,NA
NA,53.591271,10.023857,33,1762.5,3580,266,677,"C",NA,NA,NA
256,53.59127087,10.02363319,96,NA,93,93,677,"D",1.11028,44.1468,-1.97767
339,53.59128479,10.02353847,100,NA,7298,980,677,"E",5.11487,44.0712,0.299629
267,53.591297,10.023418,96,4873,6656,879,678,"A",NA,NA,NA
439,53.59133,10.023485,100,6845.6,6781,1430,678,"B",NA,NA,NA
NA,53.591285,10.023675,33,1774.8,3581,267,678,"C",NA,NA,NA
180,53.59129334,10.02344032,93,NA,94,94,678,"D",1.12331,43.6968,-1.70802
297,53.59131555,10.02336002,101,NA,7299,981,678,"E",5.12717,44.5752,0.299629
285,53.591328,10.023248,94,4885,6657,880,679,"A",NA,NA,NA
431,53.591363,10.023304,99,6858.1,6782,1431,679,"B",NA,NA,NA
NA,53.591311,10.023492,33,1786.8,3582,268,679,"C",NA,NA,NA
87,53.59132754,10.02326002,88,NA,95,95,679,"D",1.13579,45.378,-0.928096
236,53.5913495,10.02318643,101,NA,7300,982,679,"E",5.13927,43.5996,0.157982
472,53.59137,10.02308,94,4897,6658,881,680,"A",NA,NA,NA
428,53.591395,10.023127,99,6870.4,6783,1432,680,"B",NA,NA,NA
NA,53.591361,10.023305,33,1799.2,3583,269,680,"C",NA,NA,NA
145,53.59136316,10.02309683,91,NA,96,96,680,"D",1.14737,42.8256,0.283526
196,53.59138361,10.02301712,101,NA,7301,983,680,"E",5.1511,42.9948,0.157982
548,53.591412,10.022914,93,4908.9,6659,882,681,"A",NA,NA,NA
509,53.591431,10.022956,98,6882.4,6784,1433,681,"B",NA,NA,NA
NA,53.591391,10.023126,33,1811.3,3584,270,681,"C",NA,NA,NA
171,53.59140532,10.02293481,95,NA,97,97,681,"D",1.1591,42.336,1.55358
129,53.59141756,10.02284965,100,NA,7302,984,681,"E",5.16282,41.5512,0.157982
526,53.59145,10.022752,91,4920.4,6660,883,682,"A",NA,NA,NA
462,53.591467,10.022772,98,6895.2,6785,1434,682,"B",NA,NA,NA
NA,53.591422,10.022944,33,1824.1,3585,271,682,"C",NA,NA,NA
156,53.59144555,10.02277044,95,NA,98,98,682,"D",1.17083,42.3108,2.55646
119,53.59145209,10.02268712,97,NA,7303,985,682,"E",5.17424,40.644,0.157982
625,53.591484,10.022594,84,4931.6,6661,884,683,"A",NA,NA,NA
407,53.591499,10.022595,97,6907.5,6786,1435,683,"B",NA,NA,NA
NA,53.591449,10.022764,33,1836.5,3586,272,683,"C",NA,NA,NA
186,53.59147942,10.02260531,94,NA,99,99,683,"D",1.18246,41.5476,3.22789
205,53.59148528,10.02252694,95,NA,7304,986,683,"E",5.18547,40.4424,0.157982
694,53.591511,10.022436,83,4942.5,6662,885,684,"A",NA,NA,NA
288,53.591525,10.022419,96,6919.5,6787,1436,684,"B",NA,NA,NA
NA,53.591478,10.022579,33,1849,3587,273,684,"C",NA,NA,NA
288,53.59150993,10.02244773,94,NA,100,100,684,"D",1.19342,39.2868,3.41037
346,53.59151118,10.02236106,93,NA,7305,987,684,"E",5.19683,40.0752,0.334033
613,53.591534,10.022268,85,4953.9,6663,886,685,"A",NA,NA,NA
385,53.591547,10.022249,94,6931,6788,1437,685,"B",NA,NA,NA
NA,53.591503,10.02239,33,1861.7,3588,274,685,"C",NA,NA,NA
348,53.59153792,10.02228848,95,NA,101,101,685,"D",1.20438,39.4344,3.08857
374,53.59153491,10.02219862,94,NA,7306,988,685,"E",5.2079,39.6036,0.334033
511,53.59156,10.022098,86,4965.5,6664,887,686,"A",NA,NA,NA
499,53.591571,10.02208,94,6942.5,6789,1438,686,"B",NA,NA,NA
NA,53.59153,10.022212,33,1874.5,3589,275,686,"C",NA,NA,NA
385,53.59155779,10.0221252,100,NA,102,102,686,"D",1.21545,40.0896,3.08857
357,53.59155712,10.02203668,95,NA,7307,989,686,"E",5.21891,39.7044,0.176051
500,53.591579,10.021928,88,4977,6665,888,687,"A",NA,NA,NA
500,53.591596,10.021903,94,6954.5,6790,1439,687,"B",NA,NA,NA
NA,53.591558,10.022024,33,1887.5,3590,276,687,"C",NA,NA,NA
428,53.59158067,10.0219594,101,NA,103,103,687,"D",1.22675,41.2128,3.26556
397,53.59157707,10.02187064,98,NA,7308,990,687,"E",5.23013,40.2408,0.176051
503,53.591599,10.021751,87,4988.9,6666,889,688,"A",NA,NA,NA
508,53.591614,10.021727,95,6966.3,6791,1440,688,"B",NA,NA,NA
NA,53.591573,10.02184,33,1900.1,3591,277,688,"C",NA,NA,NA
455,53.59160263,10.02178565,101,NA,104,104,688,"D",1.23852,41.5944,3.07921
432,53.59159349,10.02169873,99,NA,7309,991,688,"E",5.24165,40.8456,0.349662
472,53.591614,10.021564,89,5001.4,6667,890,689,"A",NA,NA,NA
514,53.591627,10.021546,96,6978.4,6792,1441,689,"B",NA,NA,NA
NA,53.591587,10.021655,33,1913.1,3592,278,689,"C",NA,NA,NA
474,53.59161688,10.02162228,98,NA,105,105,689,"D",1.24943,41.9724,2.7587
476,53.59160439,10.02151977,100,NA,7310,992,689,"E",5.25356,42.4584,0.349662
485,53.591625,10.021368,93,5014.4,6668,891,690,"A",NA,NA,NA
515,53.591635,10.021362,98,6990.7,6793,1442,690,"B",NA,NA,NA
NA,53.591603,10.021461,33,1925.6,3593,279,690,"C",NA,NA,NA
505,53.59161629,10.02145079,103,NA,106,106,690,"D",1.26083,43.542,2.24056
502,53.59161093,10.02133847,102,NA,7311,993,690,"E",5.26559,43.2324,0.349662
508,53.591633,10.021174,96,5027.3,6669,892,691,"A",NA,NA,NA
465,53.591641,10.021185,97,7002.4,6794,1443,691,"B",NA,NA,NA
NA,53.591618,10.02127,33,1937.7,3594,280,691,"C",NA,NA,NA
507,53.5916261,10.02126748,101,NA,107,107,691,"D",1.27301,43.4844,2.04486
461,53.59161554,10.02114259,102,NA,7312,994,691,"E",5.27857,43.5996,0.657829
510,53.59164,10.020986,98,5039.8,6670,893,692,"A",NA,NA,NA
564,53.591645,10.021006,97,7014.2,6795,1444,692,"B",NA,NA,NA
NA,53.591629,10.021084,33,1950.7,3595,281,692,"C",NA,NA,NA
403,53.59163155,10.02108794,98,NA,108,108,692,"D",1.28491,43.2468,1.69655
454,53.59161847,10.02095517,102,NA,7313,995,692,"E",5.29098,43.0956,0.818987
471,53.59164,10.020793,98,5052.5,6671,894,693,"A",NA,NA,NA
667,53.591649,10.02082,97,7026.6,6796,1445,693,"B",NA,NA,NA
NA,53.591641,10.020893,33,1963.7,3596,282,693,"C",NA,NA,NA
480,53.59164211,10.02090219,96,NA,109,109,693,"D",1.29726,42.1092,1.50453
472,53.59162241,10.02077093,101,NA,7314,996,693,"E",5.30319,42.7284,1.14659
528,53.591644,10.020598,98,5065.4,6672,895,694,"A",NA,NA,NA
623,53.591653,10.020634,98,7038.9,6797,1446,694,"B",NA,NA,NA
NA,53.591653,10.020705,33,1976.3,3597,283,694,"C",NA,NA,NA
464,53.59164806,10.02071193,95,NA,110,110,694,"D",1.30988,41.6592,1.32205
441,53.59162627,10.0205836,101,NA,7315,997,694,"E",5.3156,43.4664,1.1317
500,53.591652,10.020397,98,5078.8,6673,896,695,"A",NA,NA,NA
593,53.591657,10.020446,99,7051.3,6798,1447,695,"B",NA,NA,NA
NA,53.591666,10.020509,33,1988.9,3598,284,695,"C",NA,NA,NA
489,53.59164647,10.02052903,96,NA,111,111,695,"D",1.32202,40.4496,1.81629
466,53.5916313,10.02039869,101,NA,7316,998,695,"E",5.32786,43.5672,1.29483
509,53.59166,10.02021,98,5091.2,6674,897,696,"A",NA,NA,NA
629,53.591661,10.02026,100,7063.6,6799,1448,696,"B",NA,NA,NA
NA,53.591666,10.020322,33,2001.6,3599,285,696,"C",NA,NA,NA
466,53.59163708,10.02035201,97,NA,112,112,696,"D",1.33376,40.3956,2.157
523,53.59163457,10.02020918,101,NA,7317,999,696,"E",5.3404,44.406,1.45432
515,53.59166,10.020026,98,5103.5,6675,898,697,"A",NA,NA,NA
628,53.591664,10.020074,101,7076,6800,1449,697,"B",NA,NA,NA
NA,53.591667,10.02014,33,2014.7,3600,286,697,"C",NA,NA,NA
480,53.59162518,10.02018009,96,NA,113,113,697,"D",1.34528,40.518,1.98001
483,53.59163892,10.02002427,101,NA,7318,1000,697,"E",5.35266,43.0956,1.45432
501,53.591663,10.019836,99,5116,6676,899,698,"A",NA,NA,NA
606,53.591667,10.019882,102,7088.7,6801,1450,698,"B",NA,NA,NA
NA,53.59167,10.01996,33,2027.1,3601,287,698,"C",NA,NA,NA
501,53.59162518,10.01999326,97,NA,114,114,698,"D",1.35764,42.4296,1.83442
482,53.59164094,10.01983317,102,NA,7319,1001,698,"E",5.36531,44.2728,1.28071
489,53.591656,10.019635,99,5129.3,6677,900,699,"A",NA,NA,NA
567,53.591668,10.019687,103,7101.6,6802,1451,699,"B",NA,NA,NA
NA,53.591682,10.019771,33,2039.6,3602,288,699,"C",NA,NA,NA
479,53.59162434,10.01980743,98,NA,115,115,699,"D",1.36994,43.9344,1.34662
513,53.59164244,10.01963946,101,NA,7320,1002,699,"E",5.37813,44.9424,1.59273
510,53.591648,10.019435,99,5142.6,6678,901,700,"A",NA,NA,NA
444,53.59167,10.019495,103,7114.3,6803,1452,700,"B",NA,NA,NA
NA,53.59169,10.01959,33,2051.8,3603,289,700,"C",NA,NA,NA
452,53.59162141,10.01961658,97,NA,116,116,700,"D",1.38258,44.3592,1.34662
502,53.5916468,10.01944274,102,NA,7321,1003,700,"E",5.39117,45.5832,1.89947
456,53.591652,10.019248,99,5155,6679,902,701,"A",NA,NA,NA
509,53.591667,10.019297,101,7127.5,6804,1453,701,"B",NA,NA,NA
NA,53.591696,10.019386,33,2064.2,3604,290,701,"C",NA,NA,NA
445,53.59162141,10.01942287,98,NA,117,117,701,"D",1.39542,44.4672,0.534033
511,53.59165108,10.01924853,102,NA,7322,1004,701,"E",5.40403,45.2124,1.74683
446,53.591648,10.019052,99,5168.1,6680,903,702,"A",NA,NA,NA
544,53.591668,10.019105,102,7140.2,6805,1454,702,"B",NA,NA,NA
NA,53.591689,10.019186,33,2076.4,3605,291,702,"C",NA,NA,NA
454,53.59162141,10.01922146,97,NA,118,118,702,"D",1.40878,44.2008,0.0298323
488,53.59165594,10.0190544,102,NA,7323,1005,702,"E",5.41689,45.414,1.74119
474,53.591648,10.018854,99,5181.2,6681,904,703,"A",NA,NA,NA
517,53.591673,10.018904,102,7153.5,6806,1455,703,"B",NA,NA,NA
NA,53.59169,10.018998,33,2089.7,3606,292,703,"C",NA,NA,NA
422,53.59162484,10.01902389,97,NA,119,119,703,"D",1.42189,43.3764,0.316167
430,53.59166415,10.01886095,103,NA,7324,1006,703,"E",5.42973,45.684,1.56935
435,53.591656,10.018657,99,5194.3,6682,905,704,"A",NA,NA,NA
412,53.591681,10.018708,101,7166.5,6807,1456,704,"B",NA,NA,NA
NA,53.591696,10.018798,33,2102.7,3607,293,704,"C",NA,NA,NA
403,53.59163918,10.01882197,98,NA,120,120,704,"D",1.43534,45.432,0.910965
410,53.59166759,10.01866498,103,NA,7325,1007,704,"E",5.44271,45.9504,1.56227
359,53.591663,10.018463,98,5207.1,6683,906,705,"A",NA,NA,NA
425,53.591689,10.018514,100,7179.5,6808,1457,705,"B",NA,NA,NA
NA,53.591699,10.018598,33,2115.5,3608,294,705,"C",NA,NA,NA
406,53.59165058,10.01861561,98,NA,121,121,705,"D",1.44906,46.7172,0.999818
433,53.59167094,10.0184696,103,NA,7326,1008,705,"E",5.45565,45.8172,1.5537
318,53.591671,10.018272,98,5219.8,6684,907,706,"A",NA,NA,NA
412,53.5917,10.018321,100,7192.2,6809,1458,706,"B",NA,NA,NA
NA,53.591708,10.018398,33,2128.4,3609,295,706,"C",NA,NA,NA
399,53.59166122,10.01841461,98,NA,122,122,706,"D",1.46242,45.6552,1.25791
437,53.59167731,10.01827438,103,NA,7327,1009,706,"E",5.46859,45.4824,1.54877
291,53.591679,10.01808,96,5232.6,6685,908,707,"A",NA,NA,NA
326,53.591707,10.018133,98,7204.8,6810,1459,707,"B",NA,NA,NA
NA,53.591726,10.018201,33,2141.9,3610,296,707,"C",NA,NA,NA
380,53.59166885,10.01822032,98,NA,123,123,707,"D",1.47534,44.5464,1.8771
427,53.59168494,10.01808001,104,NA,7328,1010,707,"E",5.48149,45.0792,1.54877
189,53.591686,10.017889,95,5245.3,6686,909,708,"A",NA,NA,NA
293,53.591714,10.017947,96,7217,6811,1460,708,"B",NA,NA,NA
NA,53.591734,10.017997,33,2155.6,3611,297,708,"C",NA,NA,NA
357,53.59167807,10.01802695,97,NA,124,124,708,"D",1.48817,43.578,2.51842
383,53.59169508,10.01789024,103,NA,7329,1011,708,"E",5.4941,45.18,1.54877
201,53.591698,10.017707,93,5257.3,6687,910,709,"A",NA,NA,NA
298,53.59172,10.017765,96,7229.1,6812,1461,709,"B",NA,NA,NA
NA,53.591735,10.017799,33,2169.4,3612,298,709,"C",NA,NA,NA
339,53.59169257,10.01783442,95,NA,125,125,709,"D",1.50099,44.2188,3.00623
349,53.59170548,10.01770022,102,NA,7330,1012,709,"E",5.50674,45.2808,1.39498
217,53.591705,10.017532,89,5269,6688,911,710,"A",NA,NA,NA
438,53.591731,10.017588,94,7240.9,6813,1462,710,"B",NA,NA,NA
NA,53.591738,10.017609,33,2183.3,3613,299,710,"C",NA,NA,NA
325,53.59170531,10.01765186,95,NA,126,126,710,"D",1.51323,43.4196,3.00623
353,53.59171562,10.0175159,102,NA,7331,1013,710,"E",5.51899,44.4744,1.2515
389,53.591717,10.017356,96,5280.8,6689,912,711,"A",NA,NA,NA
509,53.591743,10.017409,95,7252.8,6814,1463,711,"B",NA,NA,NA
NA,53.591747,10.017422,33,2196.9,3614,300,711,"C",NA,NA,NA
316,53.59172224,10.01746436,96,NA,127,127,711,"D",1.52577,42.5448,3.16199
278,53.59172702,10.01733536,101,NA,7332,1014,711,"E",5.53102,42.6276,1.09598
